review_text,Sub - Category
"Excellent Stay Himanshu,Virender my server along with manager shadab and aatesh also chef bedi and chef deepak chef mehta all went well thank you lemon tree and citrus cafe for the wonderful service. Virender and mandeep is great host thank you citrsu cafe",Delight
"Amazing Stay..!! Great experience @ Lemon Tree. Really appreciate the hospitality by Jyoti, Atesh and Shadab..!!!!! Food is good..!",Delight
Excellent Stay The staff was very helpful and the breakfast was extremely delicious. Manager Ishwar and his team at the breakfast was very nice and friendly.,Delight
Excellent Stay it was really nice stay and the staff is really nice. Harish helped us with queries and made sure that our stay is comfortable,Delight
Excellent Stay Very nice place to stay here and the breakfast is so so delicious and the staff members are so helpful and good in nature miss Jyoti Ishwar sagar,Delight
"Excellent Stay Shadhab, Jyoti and Sagar are great at their job. Excellent service provided.",Delight
"Excellent Stay Experience was great Jyoti,shadab ,Harish Sonia and Ayesha all went well my server sagar was to prompt in his service and also chef Mehta chef khim and chef deepak all well thank you lemon tree breakfast is just mouthwatering",Delight
"Excellent Stay Shadab,jyoti and sagar and harish and ayesha and sonia all went well thank you so much lemon tree specially citrus cafe and also my server and paratha plain made by chef mehta is just mouthwatering and chef deepak and che khim assited well thank you lemon tree",Delight
"Terrible Stay The bathroom have stains and the noises from neighborhood gets coming all over the night.
Overall it was not a decent stay.",Frustation
excellent ?? service Mr Himanshu and Anil and bablu and Vivek from house keeping excellent services in all services good service customer services ??????,Delight
Excellent Stay Nice hotel and nice staff very nice food and sarvice and special thanks to Ishwar sar Jyoti madam shef sachin and atish sar my wife special moments birthday and vary comfortable trip thanks lemon tree all staff,Delight
Excellent Stay Anil Gupta and Lakshmi and Himanshu.. Rajeev from housekeeping. Our experience is good and we recommend,Delight
"Excellent Stay Shadab,Ishwar,Jyoti,chef Bedi and chef Mehta along with chef khim and chef Deepak all the staff member Ayesha and sagar too thank you lemon tree and citrus cafe for the wonderful dinner and breakfast and shadab was was taking care of dinner and breakfast operation",Delight
Good Stay Everything was good and staff makes every effort to make stay comfortable.,Satisfaction
"Excellent Stay mr. Anil Gupta very smart and inocent man, unka behaviour bohat e achha hain, service bhi achha karte hain",Delight
"Great breakfast spread and experience Jyoti has been excellent serving at breakfast and always attentive to needs of guests..
Thanks for service",Satisfaction
"Excellent Stay As always it has been a fabulous experience at lemon tree premier hotel with family. Special shout out to the staff Sachin, Virendra, Ayesha, Mandeep, Nilesh for the exceptional customer service experience provided through out the stay. I am and will always be your fan forever. Gratitude extended to Shadab and Rahul too. Chef Deepak chef Neeraj",Delight
"stay at lemon tre ac was not that good.
hsd to use fan along with Ac else cooling was just not there
no conditioner was provided
room was ok
food & cafe were good 
",Disappointment
"Terrible Stay 
very bad experience there is the property construction 
construction
very nicely properties properties there don't there is labour working the property don't save property and don't having a seeing the labour in around the property very bad experience in my life for 2 days very nice very bad and very bad experience with your team 
your company is also not supporting to the customer very bad very very don't you call me in 2 days how are you sir what is the pure your time your day to help you taking to the property you are not falling to the customer also you let it go customer suffer property thank you for taking my faceback 
I will not come with your company I will not book any another looking with your company thank you",Frustation
"Excellent Stay Shadab,rahul,harish,sachin and chef deepak along with chef khim and manager aatesh and sonia and ayesha and sagar too breafast and service was good",Delight
excellent condition ?? Mr Himanshu Sharma and anil and Santosh and Rajeev from house keeping excellent condition service ??,Delight
good Anil Gupta and Himansu and Rajeev from housekeeping are too good in service,Satisfaction
"Excellent Stay Shadab, jyoti, Chef khim, sagar and Ishwar at the restaurant made the stay and everything very comfortable",Delight
Good Stay Person at reception took 20 minutes while checking in. Which is too much. Due to this reason I have given 4 stars. Otherwise rest everything was excellent. Wheather it was stay or food.,Satisfaction
excellent customer ?? Mr Himanshu Sharma and anil and Vivek and Anju from house keeping excellence good?? service customer ??,Delight
"Excellent Stay Stay and service is good ,delicious food ,great staff ,special thanks to Mr surinder and jyoti ,atesh ,chef Bedi and Rahul.citrus staff is rock",Delight
Good Stay There should be more options in breakfast,Satisfaction
Excellent Stay Stay at Lemon Tree was Amazing the view was ultimate and enjoyed the stay,Delight
"Excellent Stay Chef khim,Indian foof made by chef mehta along with chef deepak along with manager shadab,jyoti,shubham,sagar nilesh all went well rahul too",Delight
"nice stay it's a nice stay and food is really good, nice ambience good service by Rahul sharable Jyoti shubham ch3f Sachin and jatin",Satisfaction
wow stay Wonderful hospitalalty in lemon tree hotel from the initial day it was good well done Rahul Shubham shadab chef Sachin Jatin Rahul jyot thanks for services,Delight
"Excellent Stay Pranab, Sharlot and Karan were very helpful and kind in their service. Lemon Tree is a good choice.",Delight
amazing hospitality and service and food Amazing breakfast at citrus cafe thank u so much team and chef Sachin Jyoti rahul and bedi Ayesha Ayesha than kyu all to make my day special ??????????,Delight
excellent mr.himansu sharma & mr. anil gupta & mr.vivek and anju from house keeping give excellent & good service,Delight
good service Me Himanshu Sharma and Anil gupta and Vivek from house keeping are too good in services,Satisfaction
